image_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2008_001500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_001510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2008_001539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_001670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_001958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_002177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_002191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_002248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_002357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_002377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_002429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_002451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_002471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_002555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002578,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_002599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_002625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_002732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_002736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_002891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_002988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_003003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003088,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_003189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003255,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2008_003264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_003414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_003571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008_003706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_003773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2008_003780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_003852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_003881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_003978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_004045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_004053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_004058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_004190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_004270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_004284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_004308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_004380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_004450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_004480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_004634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
